state;state_abbreviation;county;fips;party;candidate;votes;fraction_votes
Louisiana;LA;West Feliciana;22125;Republican;Ted Cruz;324;0.354
Maine;ME;Blue Hill;92300045;Democrat;Bernie Sanders;7;0.7
Maine;ME;Caribou;92300079;Democrat;Bernie Sanders;9;0.5
Maine;ME;Chesterville;92300096;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Cushing;92300114;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Edinburg;92300144;Democrat;Bernie Sanders;0;0.0
Maine;ME;Embden;92300148;Democrat;Bernie Sanders;2;1.0
Maine;ME;Harrison;92300196;Democrat;Hillary Clinton;2;0.33299999999999996
Maine;ME;Hartford;92300197;Democrat;Bernie Sanders;1;0.5
Maine;ME;Industry;92300215;Democrat;Hillary Clinton;0;0.0
Maine;ME;Liberty;92300242;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Millinocket;92300288;Democrat;Hillary Clinton;8;0.5710000000000001
Maine;ME;Milo;92300289;Democrat;Hillary Clinton;2;0.4
Maine;ME;Minot;92300291;Democrat;Bernie Sanders;3;0.6
Maine;ME;Monticello;92300296;Democrat;Bernie Sanders;1;0.5
Maine;ME;New Sweden;92300317;Democrat;Bernie Sanders;1;0.5
Maine;ME;Newburgh;92300307;Democrat;Bernie Sanders;2;0.5
Maine;ME;Newfield;92300310;Democrat;Bernie Sanders;2;0.667
Maine;ME;Patten;92300349;Democrat;Bernie Sanders;1;0.5
Maine;ME;Presque Isle;92300368;Democrat;Hillary Clinton;8;0.42100000000000004
Maine;ME;Stacyville;92300422;Democrat;Hillary Clinton;0;0.0
Maine;ME;Stetson;92300425;Democrat;Bernie Sanders;1;0.5
Maine;ME;Trenton;92300451;Democrat;Hillary Clinton;1;0.33299999999999996
Maine;ME;Troy;92300452;Democrat;Hillary Clinton;1;0.5
Maine;ME;Westfield;92300485;Democrat;Hillary Clinton;0;0.0
Maine;ME;Winterport;92300502;Democrat;Hillary Clinton;3;0.375
Maryland;MD;Dorchester;24019;Democrat;Bernie Sanders;951;0.318
Maryland;MD;Prince George's;24033;Democrat;Hillary Clinton;113912;0.742
Maryland;MD;Prince George's;24033;Republican;Donald Trump;5635;0.431
Maryland;MD;Somerset;24039;Republican;Donald Trump;1686;0.6829999999999999
Massachusetts;MA;Adams;92500004;Democrat;No Preference;18;0.012
Massachusetts;MA;Adams;92500004;Democrat;Bernie Sanders;765;0.513
Massachusetts;MA;Alford;92500006;Democrat;Bernie Sanders;59;0.413
Massachusetts;MA;Ashby;92500012;Democrat;No Preference;7;0.012
Massachusetts;MA;Ashland;92500014;Democrat;Bernie Sanders;1401;0.45399999999999996
Massachusetts;MA;Barnstable;92500020;Democrat;Bernie Sanders;4020;0.516
Massachusetts;MA;Becket;92500022;Democrat;Hillary Clinton;123;0.37799999999999995
Massachusetts;MA;Berkley;92500027;Democrat;Bernie Sanders;451;0.5660000000000001
Massachusetts;MA;Boxborough;92500037;Democrat;No Preference;2;0.002
Massachusetts;MA;Chelmsford;92500056;Democrat;Hillary Clinton;3021;0.44299999999999995
Massachusetts;MA;Chelsea;92500057;Democrat;Bernie Sanders;1531;0.39899999999999997
Massachusetts;MA;Chester;92500059;Democrat;Hillary Clinton;64;0.386
Massachusetts;MA;Everett;92500093;Democrat;Bernie Sanders;2200;0.423
Massachusetts;MA;Fairhaven;92500094;Democrat;Hillary Clinton;1230;0.43700000000000006
Massachusetts;MA;Falmouth;92500096;Democrat;Hillary Clinton;3679;0.502
Massachusetts;MA;Hadley;92500117;Democrat;Hillary Clinton;573;0.377
Massachusetts;MA;Hubbardston;92500140;Democrat;Hillary Clinton;263;0.361
Massachusetts;MA;Hudson;92500141;Democrat;Bernie Sanders;1842;0.505
Massachusetts;MA;Leverett;92500154;Democrat;No Preference;0;0.0
Massachusetts;MA;Lynn;92500163;Democrat;No Preference;101;0.009000000000000001
Massachusetts;MA;Mansfield;92500167;Democrat;Bernie Sanders;1977;0.534
Massachusetts;MA;Mansfield;92500167;Democrat;Hillary Clinton;1688;0.456
Massachusetts;MA;Merrimac;92500180;Democrat;No Preference;5;0.004
Massachusetts;MA;Middlefield;92500183;Democrat;Bernie Sanders;74;0.561
Massachusetts;MA;Milford;92500185;Democrat;Bernie Sanders;2088;0.488
Massachusetts;MA;Millis;92500187;Democrat;Hillary Clinton;820;0.48
Massachusetts;MA;Millville;92500188;Democrat;Hillary Clinton;123;0.34
Massachusetts;MA;Mount Washington;92500195;Democrat;Hillary Clinton;17;0.327
Massachusetts;MA;New Bedford;92500201;Democrat;Hillary Clinton;6680;0.541
Massachusetts;MA;New Marlborough;92500205;Democrat;No Preference;0;0.0
Massachusetts;MA;Northfield;92500216;Democrat;No Preference;2;0.003
Massachusetts;MA;Quincy;92500243;Democrat;Hillary Clinton;7770;0.47600000000000003
Massachusetts;MA;Reading;92500246;Democrat;Hillary Clinton;2707;0.508
Massachusetts;MA;Springfield;92500281;Democrat;Hillary Clinton;11550;0.608
Massachusetts;MA;Sunderland;92500289;Democrat;No Preference;2;0.002
Massachusetts;MA;Swampscott;92500291;Democrat;Bernie Sanders;1590;0.449
Massachusetts;MA;Topsfield;92500298;Democrat;Bernie Sanders;641;0.498
Massachusetts;MA;Watertown;92500314;Democrat;Bernie Sanders;4422;0.5
Massachusetts;MA;Wellfleet;92500318;Democrat;Bernie Sanders;616;0.5760000000000001
Massachusetts;MA;West Bridgewater;92500323;Democrat;No Preference;10;0.009000000000000001
Massachusetts;MA;West Brookfield;92500324;Democrat;Bernie Sanders;381;0.636
Massachusetts;MA;West Newbury;92500329;Democrat;No Preference;4;0.004
Massachusetts;MA;Westminster;92500328;Democrat;Hillary Clinton;482;0.386
Massachusetts;MA;Weymouth;92500336;Democrat;Bernie Sanders;5499;0.513
Massachusetts;MA;Aquinnah;92500104;Republican;Ben Carson;0;0.0
Massachusetts;MA;Ashburnham;92500011;Republican;Marco Rubio;123;0.166
Massachusetts;MA;Belchertown;92500024;Republican;Ben Carson;55;0.035
Massachusetts;MA;Bellingham;92500025;Republican;Donald Trump;1059;0.555
Massachusetts;MA;Berkley;92500027;Republican;John Kasich;90;0.10400000000000001
Massachusetts;MA;Billerica;92500031;Republican;Ted Cruz;524;0.092
Massachusetts;MA;Blandford;92500033;Republican;Marco Rubio;21;0.106
Massachusetts;MA;Boxborough;92500037;Republican;Ben Carson;15;0.021
Massachusetts;MA;Brookfield;92500045;Republican;John Kasich;40;0.087
Massachusetts;MA;Chesterfield;92500060;Republican;John Kasich;27;0.203
Massachusetts;MA;Colrain;92500066;Republican;Ben Carson;1;0.008
Massachusetts;MA;Concord;92500067;Republican;Marco Rubio;601;0.27
Massachusetts;MA;Conway;92500068;Republican;Ted Cruz;11;0.063
Massachusetts;MA;Dracut;92500079;Republican;Marco Rubio;621;0.132
Massachusetts;MA;Georgetown;92500105;Republican;John Kasich;242;0.166
Massachusetts;MA;Grafton;92500110;Republican;John Kasich;451;0.19399999999999998
Massachusetts;MA;Halifax;92500118;Republican;Donald Trump;713;0.581
Massachusetts;MA;Hamilton;92500119;Republican;Ted Cruz;134;0.10099999999999999
Massachusetts;MA;Harwich;92500126;Republican;Marco Rubio;319;0.16399999999999998
Massachusetts;MA;Hatfield;92500127;Republican;Ben Carson;12;0.039
Massachusetts;MA;Hatfield;92500127;Republican;Ted Cruz;26;0.085
Massachusetts;MA;Hawley;92500129;Republican;John Kasich;9;0.196
Massachusetts;MA;Hinsdale;92500132;Republican;Donald Trump;108;0.527
Massachusetts;MA;Hinsdale;92500132;Republican;Marco Rubio;27;0.132
Massachusetts;MA;Hopedale;92500138;Republican;Donald Trump;367;0.45899999999999996
Massachusetts;MA;Leominster;92500153;Republican;Ben Carson;155;0.037000000000000005
Massachusetts;MA;Lexington;92500155;Republican;Donald Trump;979;0.317
Massachusetts;MA;Longmeadow;92500159;Republican;John Kasich;635;0.281
Massachusetts;MA;Lunenburg;92500162;Republican;Donald Trump;857;0.514
Massachusetts;MA;Mansfield;92500167;Republican;John Kasich;647;0.21600000000000003
Massachusetts;MA;Marshfield;92500171;Republican;John Kasich;725;0.177
Massachusetts;MA;Medfield;92500175;Republican;Ben Carson;35;0.016
Massachusetts;MA;Medway;92500177;Republican;Ted Cruz;165;0.08800000000000001
Massachusetts;MA;Middleborough;92500182;Republican;Donald Trump;2028;0.594
Massachusetts;MA;Middleborough;92500182;Republican;Marco Rubio;449;0.131
Massachusetts;MA;Monroe;92500190;Republican;John Kasich;2;0.125
Massachusetts;MA;Montague;92500192;Republican;Donald Trump;252;0.433
Massachusetts;MA;Nantucket;92500197;Republican;John Kasich;149;0.152
Massachusetts;MA;Newbury;92500203;Republican;John Kasich;129;0.114
Massachusetts;MA;Northfield;92500216;Republican;Ben Carson;19;0.059000000000000004
Massachusetts;MA;Northfield;92500216;Republican;Ted Cruz;40;0.124
Massachusetts;MA;Oakham;92500222;Republican;Ben Carson;9;0.025
Massachusetts;MA;Palmer;92500227;Republican;Ben Carson;44;0.034
Massachusetts;MA;Plymouth;92500239;Republican;John Kasich;1448;0.177
Massachusetts;MA;Rowe;92500253;Republican;Ted Cruz;3;0.061
Massachusetts;MA;Rutland;92500257;Republican;John Kasich;188;0.13699999999999998
Massachusetts;MA;Sandwich;92500261;Republican;Marco Rubio;596;0.16
Massachusetts;MA;Shirley;92500270;Republican;Ben Carson;27;0.03
Massachusetts;MA;Shutesbury;92500272;Republican;Ben Carson;1;0.012
Massachusetts;MA;Somerville;92500274;Republican;Marco Rubio;666;0.242
Massachusetts;MA;Southwick;92500279;Republican;Ted Cruz;199;0.131
Massachusetts;MA;Sterling;92500282;Republican;Ted Cruz;204;0.132
Massachusetts;MA;Stow;92500286;Republican;John Kasich;298;0.28
Massachusetts;MA;Swansea;92500292;Republican;Donald Trump;951;0.586
Massachusetts;MA;Swansea;92500292;Republican;John Kasich;199;0.12300000000000001
Massachusetts;MA;Tisbury;92500296;Republican;Donald Trump;136;0.46299999999999997
Massachusetts;MA;Tyringham;92500302;Republican;Marco Rubio;9;0.2
Massachusetts;MA;Warren;92500311;Republican;Donald Trump;320;0.561
Massachusetts;MA;Wenham;92500320;Republican;Ben Carson;15;0.019
Massachusetts;MA;West Springfield;92500332;Republican;Donald Trump;1298;0.496
Massachusetts;MA;Westborough;92500321;Republican;Ben Carson;51;0.024
Massachusetts;MA;Westfield;92500325;Republican;John Kasich;804;0.182
Massachusetts;MA;Weston;92500330;Republican;John Kasich;559;0.354
Massachusetts;MA;Westport;92500331;Republican;Ted Cruz;189;0.10400000000000001
Massachusetts;MA;Whately;92500337;Republican;Ted Cruz;19;0.1
Massachusetts;MA;Wilmington;92500342;Republican;Ben Carson;64;0.018000000000000002
Massachusetts;MA;Winchester;92500344;Republican;John Kasich;920;0.28300000000000003
Massachusetts;MA;Worthington;92500349;Republican;Ted Cruz;28;0.217
Michigan;MI;Hillsdale;26059;Democrat;Hillary Clinton;977;0.402
Michigan;MI;Barry;26015;Republican;Ted Cruz;3449;0.326
Michigan;MI;Bay;26017;Republican;John Kasich;2304;0.16699999999999998
Michigan;MI;Clare;26035;Republican;Marco Rubio;334;0.079
Michigan;MI;Crawford;26039;Republican;John Kasich;370;0.16399999999999998
Michigan;MI;Delta;26041;Republican;John Kasich;874;0.177
Michigan;MI;Macomb;26099;Republican;Donald Trump;60492;0.484
Michigan;MI;Menominee;26109;Republican;Marco Rubio;266;0.09300000000000001
Michigan;MI;Midland;26111;Republican;John Kasich;3366;0.239
Michigan;MI;Montcalm;26117;Republican;Ted Cruz;2909;0.335
Michigan;MI;Muskegon;26121;Republican;Ted Cruz;6478;0.345
Michigan;MI;Oceana;26127;Republican;Donald Trump;1339;0.297
Michigan;MI;Ogemaw;26129;Republican;Donald Trump;1612;0.505
Michigan;MI;Oscoda;26135;Republican;John Kasich;247;0.165
Michigan;MI;Van Buren;26159;Republican;Donald Trump;3287;0.35100000000000003
Mississippi;MS;Alcorn;28003;Democrat;Hillary Clinton;809;0.708
Mississippi;MS;Benton;28009;Democrat;Hillary Clinton;557;0.852
Mississippi;MS;Claiborne;28021;Democrat;Hillary Clinton;1411;0.903
Mississippi;MS;Forrest;28035;Democrat;Hillary Clinton;3708;0.731
Mississippi;MS;Harrison;28047;Democrat;Bernie Sanders;2313;0.25
Mississippi;MS;Kemper;28069;Democrat;Bernie Sanders;106;0.094
Mississippi;MS;Lee;28081;Democrat;Hillary Clinton;3020;0.769
Mississippi;MS;Wayne;28153;Democrat;Hillary Clinton;1441;0.838
Mississippi;MS;Jackson;28059;Republican;Donald Trump;9934;0.49
Mississippi;MS;Lafayette;28071;Republican;Ted Cruz;2306;0.33
Mississippi;MS;Noxubee;28103;Republican;Donald Trump;229;0.387
Mississippi;MS;Perry;28111;Republican;John Kasich;55;0.040999999999999995
Mississippi;MS;Sharkey;28125;Republican;John Kasich;32;0.079
Mississippi;MS;Sharkey;28125;Republican;Marco Rubio;28;0.069
Mississippi;MS;Simpson;28127;Republican;Donald Trump;2420;0.509
Mississippi;MS;Smith;28129;Republican;Ted Cruz;1182;0.359
Mississippi;MS;Tate;28137;Republican;Donald Trump;1795;0.42100000000000004
Missouri;MO;Clark;29045;Democrat;Hillary Clinton;202;0.514
Missouri;MO;Clay;29047;Democrat;Bernie Sanders;12542;0.537
Missouri;MO;Greene;29077;Democrat;Hillary Clinton;10910;0.38299999999999995
Missouri;MO;Knox;29103;Democrat;Bernie Sanders;94;0.39799999999999996
Missouri;MO;Lafayette;29107;Democrat;Bernie Sanders;1324;0.522
Missouri;MO;Lewis;29111;Democrat;Bernie Sanders;239;0.483
Missouri;MO;Reynolds;29179;Democrat;Hillary Clinton;230;0.47100000000000003
Missouri;MO;Webster;29225;Democrat;Bernie Sanders;1170;0.5479999999999999
Missouri;MO;Atchison;29005;Republican;Ted Cruz;325;0.29100000000000004
Missouri;MO;Barton;29011;Republican;Marco Rubio;103;0.036000000000000004
Missouri;MO;Bates;29013;Republican;Ted Cruz;1080;0.381
Missouri;MO;Buchanan;29021;Republican;Marco Rubio;847;0.075
Missouri;MO;Camden;29029;Republican;Marco Rubio;473;0.047
Missouri;MO;Camden;29029;Republican;Ted Cruz;2985;0.3
Missouri;MO;Henry;29083;Republican;Donald Trump;1636;0.445
Missouri;MO;Holt;29087;Republican;Donald Trump;504;0.47100000000000003
Missouri;MO;Mississippi;29133;Republican;Donald Trump;970;0.529
Missouri;MO;Perry;29157;Republican;John Kasich;291;0.079
Missouri;MO;Polk;29167;Republican;John Kasich;420;0.065
Missouri;MO;Ralls;29173;Republican;Donald Trump;961;0.46799999999999997
Missouri;MO;Reynolds;29179;Republican;Marco Rubio;37;0.034
Missouri;MO;St. Clair;29185;Republican;Donald Trump;962;0.491
Missouri;MO;St. Louis City;29510;Republican;Ted Cruz;4464;0.324
Missouri;MO;Washington;29221;Republican;Donald Trump;1666;0.508
Missouri;MO;Webster;29225;Republican;Ted Cruz;4124;0.513
Montana;MT;Dawson;30021;Democrat;Hillary Clinton;228;0.46399999999999997
Montana;MT;Deer Lodge;30023;Democrat;Bernie Sanders;785;0.408
Montana;MT;Fallon;30025;Democrat;Hillary Clinton;34;0.586
Montana;MT;Phillips;30071;Democrat;Hillary Clinton;80;0.457
Montana;MT;Roosevelt;30085;Democrat;Hillary Clinton;314;0.41200000000000003
Montana;MT;Wibaux;30109;Democrat;Hillary Clinton;36;0.6
Montana;MT;Deer Lodge;30023;Republican;John Kasich;31;0.034
Montana;MT;Jefferson;30043;Republican;John Kasich;138;0.062
Montana;MT;Liberty;30051;Republican;Ted Cruz;42;0.079
Montana;MT;McCone;30055;Republican;Ted Cruz;38;0.075
Montana;MT;Pondera;30073;Republican;John Kasich;77;0.06
Montana;MT;Wibaux;30109;Republican;Donald Trump;231;0.76
Montana;MT;Yellowstone;30111;Republican;John Kasich;1934;0.077
Nebraska;NE;Clay;31035;Democrat;Bernie Sanders;35;0.745
Nebraska;NE;Cuming;31039;Democrat;Bernie Sanders;26;0.433
Nebraska;NE;Garfield;31071;Democrat;Hillary Clinton;0;0.0
Nebraska;NE;Logan;31113;Democrat;Hillary Clinton;2;0.667
Nebraska;NE;Nemaha;31127;Democrat;Bernie Sanders;39;0.527
Nebraska;NE;Nuckolls;31129;Democrat;Bernie Sanders;18;0.514
Nebraska;NE;Sheridan;31161;Democrat;Bernie Sanders;16;0.615
Nebraska;NE;Cedar;31027;Republican;Ted Cruz;337;0.235
Nebraska;NE;Dakota;31043;Republican;Ted Cruz;194;0.16
Nebraska;NE;Garfield;31071;Republican;Ted Cruz;58;0.16899999999999998
Nebraska;NE;Hamilton;31081;Republican;Donald Trump;1030;0.5429999999999999
Nebraska;NE;Keya Paha;31103;Republican;Donald Trump;203;0.7440000000000001
Nebraska;NE;Madison;31119;Republican;Donald Trump;2280;0.605
Nebraska;NE;Sarpy;31153;Republican;Ted Cruz;2837;0.18600000000000003
Nebraska;NE;Thurston;31173;Republican;John Kasich;32;0.08800000000000001
Nevada;NV;Washoe;32031;Democrat;Bernie Sanders;1015;0.54
Nevada;NV;Lincoln;32017;Republican;Marco Rubio;46;0.161
Nevada;NV;Pershing;32027;Republican;Donald Trump;118;0.40700000000000003
New Hampshire;NH;Carroll;;Democrat;Hillary Clinton;3230;0.3635340461451885
New Hampshire;NH;Strafford;;Democrat;Bernie Sanders;15865;0.6431930592718722
New Hampshire;NH;Coos;;Republican;Chris Christie;355;0.06226977723206455
New Hampshire;NH;Grafton;;Republican;Carly Fiorina;684;0.04249238988631422
New Hampshire;NH;Merrimack;;Republican;Jeb Bush;3816;0.1176797113516514
New Hampshire;NH;Rockingham;;Republican;Ted Cruz;7990;0.10954659500664958
New Jersey;NJ;Somerset;34035;Democrat;Bernie Sanders;12235;0.384
New Jersey;NJ;Monmouth;34025;Republican;Donald Trump;35209;0.845
New Jersey;NJ;Sussex;34037;Republican;Ted Cruz;1179;0.069
New Jersey;NJ;Warren;34041;Republican;Donald Trump;10025;0.8190000000000001
New Mexico;NM;Harding;35021;Democrat;Hillary Clinton;75;0.62
New Mexico;NM;Lea;35025;Democrat;Hillary Clinton;705;0.52
New Mexico;NM;Lincoln;35027;Democrat;Hillary Clinton;515;0.494
New Mexico;NM;Union;35059;Democrat;Hillary Clinton;154;0.44799999999999995
New Mexico;NM;Santa Fe;35049;Republican;Donald Trump;2862;0.645
New Mexico;NM;Socorro;35053;Republican;Ted Cruz;183;0.16
New York;NY;Delaware;36025;Democrat;Bernie Sanders;1663;0.609
New York;NY;Saint Lawrence;36089;Democrat;Bernie Sanders;4102;0.589
New York;NY;Washington;36115;Democrat;Hillary Clinton;1167;0.359
New York;NY;Wayne;36117;Democrat;Bernie Sanders;2319;0.555
New York;NY;Allegany;36003;Republican;John Kasich;1116;0.22699999999999998
New York;NY;Nassau;36059;Republican;Ted Cruz;9325;0.095
New York;NY;Niagara;36063;Republican;Ted Cruz;2197;0.136
New York;NY;Orange;36071;Republican;Ted Cruz;2942;0.127
New York;NY;Queens;36081;Republican;Donald Trump;19165;0.679
New York;NY;Rockland;36087;Republican;Ted Cruz;2212;0.158
New York;NY;Steuben;36101;Republican;Ted Cruz;2261;0.209
North Carolina;NC;Bertie;37015;Democrat;Hillary Clinton;2065;0.695
North Carolina;NC;Buncombe;37021;Democrat;Hillary Clinton;17604;0.354
North Carolina;NC;Forsyth;37067;Democrat;Bernie Sanders;16779;0.39799999999999996
North Carolina;NC;Hoke;37093;Democrat;Hillary Clinton;3528;0.597
North Carolina;NC;Macon;37113;Democrat;Bernie Sanders;1428;0.442
North Carolina;NC;Martin;37117;Democrat;Bernie Sanders;1097;0.27399999999999997
North Carolina;NC;Randolph;37151;Democrat;Hillary Clinton;2969;0.466
North Carolina;NC;Rockingham;37157;Democrat;Bernie Sanders;3000;0.365
North Carolina;NC;Yancey;37199;Democrat;Hillary Clinton;1134;0.405
North Carolina;NC;Alexander;37003;Republican;Marco Rubio;242;0.039
North Carolina;NC;Burke;37023;Republican;Donald Trump;4985;0.441
North Carolina;NC;Chowan;37041;Republican;Donald Trump;694;0.435
North Carolina;NC;Cleveland;37045;Republican;Donald Trump;4668;0.447
North Carolina;NC;Columbus;37047;Republican;John Kasich;183;0.051
North Carolina;NC;Dare;37055;Republican;John Kasich;827;0.156
North Carolina;NC;Davie;37059;Republican;Marco Rubio;629;0.067
North Carolina;NC;Durham;37063;Republican;John Kasich;3383;0.20800000000000002
North Carolina;NC;Gates;37073;Republican;John Kasich;34;0.046
North Carolina;NC;Henderson;37089;Republican;Ted Cruz;8301;0.401
North Carolina;NC;McDowell;37111;Republican;John Kasich;537;0.087
North Carolina;NC;Mecklenburg;37119;Republican;Marco Rubio;10598;0.121
North Carolina;NC;Northampton;37131;Republican;Marco Rubio;51;0.05
North Carolina;NC;Surry;37171;Republican;John Kasich;765;0.08
North Dakota;ND;District 43;93800143;Democrat;Bernie Sanders;6;0.667
Ohio;OH;Franklin;39049;Democrat;Bernie Sanders;67855;0.444
Ohio;OH;Lawrence;39087;Democrat;Bernie Sanders;1994;0.41600000000000004
Ohio;OH;Madison;39097;Democrat;Bernie Sanders;923;0.428
Ohio;OH;Scioto;39145;Democrat;Hillary Clinton;3499;0.537
Ohio;OH;Van Wert;39161;Democrat;Bernie Sanders;621;0.45399999999999996
Ohio;OH;Belmont;39013;Republican;Donald Trump;5313;0.493
Ohio;OH;Crawford;39033;Republican;Donald Trump;3060;0.364
Ohio;OH;Hardin;39065;Republican;John Kasich;2265;0.42200000000000004
Ohio;OH;Miami;39109;Republican;Marco Rubio;588;0.022000000000000002
Ohio;OH;Noble;39121;Republican;John Kasich;846;0.335
Ohio;OH;Paulding;39125;Republican;Ted Cruz;872;0.213
Ohio;OH;Ross;39141;Republican;Donald Trump;4743;0.391
Oklahoma;OK;Custer;40039;Democrat;Bernie Sanders;1273;0.5710000000000001
Oklahoma;OK;Grady;40051;Democrat;Hillary Clinton;1629;0.342
Oklahoma;OK;Marshall;40095;Democrat;Bernie Sanders;738;0.56
Oklahoma;OK;Okfuskee;40107;Democrat;Hillary Clinton;421;0.369
Oklahoma;OK;Payne;40119;Democrat;Hillary Clinton;2622;0.389
Oklahoma;OK;Pushmataha;40127;Democrat;Hillary Clinton;317;0.267
Oklahoma;OK;Tillman;40141;Democrat;Hillary Clinton;214;0.332
Oklahoma;OK;Cleveland;40027;Republican;Ted Cruz;12328;0.344
Oklahoma;OK;Jefferson;40067;Republican;Ted Cruz;149;0.392
Oklahoma;OK;Lincoln;40081;Republican;John Kasich;104;0.021
Oklahoma;OK;Logan;40083;Republican;John Kasich;243;0.031
Oklahoma;OK;Murray;40099;Republican;Marco Rubio;202;0.204
Oklahoma;OK;Pottawatomie;40125;Republican;Marco Rubio;1803;0.22899999999999998
Oklahoma;OK;Seminole;40133;Republican;John Kasich;38;0.021
Oklahoma;OK;Sequoyah;40135;Republican;Marco Rubio;500;0.183
Oklahoma;OK;Texas;40139;Republican;Ben Carson;301;0.114
Oregon;OR;Lake;41037;Democrat;Bernie Sanders;293;0.596
Oregon;OR;Umatilla;41059;Democrat;Hillary Clinton;2003;0.467
